batchNum,subjectID,trialNum,longerArm,response_longerArm,response_yesNo,response_AFC,AFCquestion,RT_longerArm,RT_yesNo,RT_AFC,RT_IBfamiliarity,RT_age,RT_ishihara,aboveBelow,trialType,IBstimulus_color,IBstimulus_location,trialTime
1,0,0,vertical,vertical,null,null,null,2724.7,null,null,null,null,null,above,IBstimulus_absent,null,null,12205.275
1,0,1,vertical,vertical,null,null,null,3935.395,null,null,null,null,null,below,IBstimulus_absent,null,null,9653
1,0,2,vertical,vertical,null,null,null,1707.345,null,null,null,null,null,above,IBstimulus_absent,null,null,4782.385
1,0,3,horizontal,horizontal,no,blue,reportColor,1536.37,5095.355,9896.55,8806.425,3232.42,4871.79,below,IBstimulus_present,red,left,36668.55
1,1,0,horizontal,horizontal,null,null,null,11850.97,null,null,null,null,null,above,IBstimulus_absent,null,null,24621.58
1,1,1,horizontal,horizontal,null,null,null,6574.71,null,null,null,null,null,above,IBstimulus_absent,null,null,14214.71
1,1,2,horizontal,horizontal,null,null,null,4066.49,null,null,null,null,null,above,IBstimulus_absent,null,null,9216.3
1,1,3,horizontal,horizontal,yes,red,reportColor,4177.21,9870.63,3600.195,9293.435,6993.315,10836.595,below,IBstimulus_present,red,left,51990.34
1,2,0,horizontal,horizontal,null,null,null,2528.96,null,null,null,null,null,below,IBstimulus_absent,null,null,8518.465
1,2,1,vertical,vertical,null,null,null,2277.32,null,null,null,null,null,below,IBstimulus_absent,null,null,8194.605
1,2,2,vertical,vertical,null,null,null,1769.03,null,null,null,null,null,below,IBstimulus_absent,null,null,6073.325
1,2,3,vertical,vertical,yes,blue,reportColor,1826.085,5372.95,7231.34,4434.35,3893.49,6219.325,above,IBstimulus_absent,null,null,36015.245
1,3,0,vertical,vertical,null,null,null,5552.97,null,null,null,null,null,below,IBstimulus_absent,null,null,17806.325
1,3,1,vertical,vertical,null,null,null,4025.48,null,null,null,null,null,below,IBstimulus_absent,null,null,10647.165
1,3,2,vertical,vertical,null,null,null,2838.705,null,null,null,null,null,above,IBstimulus_absent,null,null,8506.24
1,3,3,horizontal,horizontal,yes,blue,reportColor,2513.48,18023.355,21903.195,18301.58,6641.36,16167.23,below,IBstimulus_present,red,right,88331.44
1,4,0,vertical,vertical,null,null,null,5438.92,null,null,null,null,null,below,IBstimulus_absent,null,null,11621.265
1,4,1,vertical,vertical,null,null,null,2889.145,null,null,null,null,null,above,IBstimulus_absent,null,null,7137.1
1,4,2,vertical,vertical,null,null,null,2403.96,null,null,null,null,null,below,IBstimulus_absent,null,null,5704.28
1,4,3,horizontal,horizontal,no,blue,reportColor,2242.75,5400.48,7454.94,8985.235,3810.96,5595.895,above,IBstimulus_present,blue,right,36277.3
1,5,0,vertical,vertical,null,null,null,5737.985,null,null,null,null,null,above,IBstimulus_absent,null,null,10517.975
1,5,1,vertical,vertical,null,null,null,1453.895,null,null,null,null,null,below,IBstimulus_absent,null,null,6244.67
1,5,2,horizontal,horizontal,null,null,null,1197.475,null,null,null,null,null,below,IBstimulus_absent,null,null,4294.94
1,5,3,horizontal,horizontal,no,red,reportColor,1148.665,5028.035,5456.86,4799.86,3514.04,4020.355,below,IBstimulus_absent,null,null,26766.555
1,6,0,horizontal,horizontal,null,null,null,4682.02,null,null,null,null,null,above,IBstimulus_absent,null,null,10888.72
1,6,1,vertical,vertical,null,null,null,1359.16,null,null,null,null,null,below,IBstimulus_absent,null,null,5464.35
1,6,2,vertical,vertical,null,null,null,2301.925,null,null,null,null,null,below,IBstimulus_absent,null,null,5543.08
1,6,3,vertical,horizontal,yes,blue,reportColor,2585.91,3918.675,5327.95,5075.125,3349.02,4848.15,above,IBstimulus_present,blue,right,28959.055
1,7,0,horizontal,horizontal,null,null,null,3289,null,null,null,null,null,below,IBstimulus_absent,null,null,11242
1,7,1,horizontal,horizontal,null,null,null,2867,null,null,null,null,null,above,IBstimulus_absent,null,null,7078
1,7,2,horizontal,horizontal,null,null,null,1653,null,null,null,null,null,above,IBstimulus_absent,null,null,5152
1,7,3,horizontal,horizontal,yes,blue,reportColor,4246,2680,2879,4679,3119,5512,above,IBstimulus_present,blue,left,26861
1,8,0,vertical,vertical,null,null,null,4649,null,null,null,null,null,above,IBstimulus_absent,null,null,12922
1,8,1,horizontal,vertical,null,null,null,2548,null,null,null,null,null,below,IBstimulus_absent,null,null,12794
1,8,2,horizontal,vertical,null,null,null,2124,null,null,null,null,null,below,IBstimulus_absent,null,null,5241
1,8,3,vertical,vertical,yes,blue,reportColor,3921,4284,3044,8704,3895,3596,below,IBstimulus_present,blue,left,30380
1,9,0,horizontal,horizontal,null,null,null,3182.51,null,null,null,null,null,above,IBstimulus_absent,null,null,7960.84
1,9,1,horizontal,horizontal,null,null,null,1748.64,null,null,null,null,null,below,IBstimulus_absent,null,null,10006.37
1,9,2,horizontal,horizontal,null,null,null,1226.355,null,null,null,null,null,above,IBstimulus_absent,null,null,4863.595
1,9,3,horizontal,horizontal,no,blue,reportColor,1222.355,3050.115,8121.84,6088.7,2311.145,3857.605,below,IBstimulus_absent,null,null,27577.885
1,10,0,vertical,vertical,null,null,null,2599,null,null,null,null,null,above,IBstimulus_absent,null,null,13592
1,10,1,vertical,vertical,null,null,null,2164,null,null,null,null,null,above,IBstimulus_absent,null,null,6296
1,10,2,horizontal,horizontal,null,null,null,3405,null,null,null,null,null,below,IBstimulus_absent,null,null,6307
1,10,3,horizontal,horizontal,no,blue,reportColor,1420,5077,6417,6093,4688,4132,below,IBstimulus_present,red,left,30843
1,11,0,vertical,horizontal,null,null,null,8196,null,null,null,null,null,above,IBstimulus_absent,null,null,19400
1,11,1,horizontal,vertical,null,null,null,4398,null,null,null,null,null,above,IBstimulus_absent,null,null,9304
1,11,2,horizontal,horizontal,null,null,null,3703,null,null,null,null,null,below,IBstimulus_absent,null,null,9696
1,11,3,vertical,vertical,yes,blue,reportColor,4400,5179,6839,6345,4449,4948,below,IBstimulus_present,blue,left,35553
1,12,0,vertical,vertical,null,null,null,3884.14,null,null,null,null,null,below,IBstimulus_absent,null,null,8881.14
1,12,1,vertical,horizontal,null,null,null,2233.23,null,null,null,null,null,above,IBstimulus_absent,null,null,6061.765
1,12,2,horizontal,horizontal,null,null,null,2471.2,null,null,null,null,null,below,IBstimulus_absent,null,null,5806.355
1,12,3,vertical,vertical,yes,blue,reportColor,1714.605,2775.735,3336.47,2303.775,5229.94,3827.73,above,IBstimulus_present,blue,right,22449.625
1,13,0,vertical,vertical,null,null,null,4544.26,null,null,null,null,null,below,IBstimulus_absent,null,null,18478.01
1,13,1,vertical,vertical,null,null,null,3477.615,null,null,null,null,null,below,IBstimulus_absent,null,null,8276.405
1,13,2,horizontal,horizontal,null,null,null,3093.83,null,null,null,null,null,below,IBstimulus_absent,null,null,7415.66
1,13,3,horizontal,horizontal,no,blue,reportColor,4087.035,7666.935,10235.285,9180.39,5030.33,8165.28,above,IBstimulus_present,blue,left,48061.455
1,14,0,vertical,null,null,null,null,null,null,null,null,null,null,above,IBstimulus_absent,null,null,
1,14,1,horizontal,null,null,null,null,null,null,null,null,null,null,above,IBstimulus_absent,null,null,
1,14,2,vertical,null,null,null,null,null,null,null,null,null,null,above,IBstimulus_absent,null,null,
1,14,3,horizontal,null,null,null,reportColor,null,null,null,null,null,null,below,IBstimulus_absent,null,null,
1,15,0,vertical,vertical,null,null,null,2719.995,null,null,null,null,null,below,IBstimulus_absent,null,null,7401.4
1,15,1,horizontal,horizontal,null,null,null,1369.98,null,null,null,null,null,above,IBstimulus_absent,null,null,5611.205
1,15,2,horizontal,horizontal,null,null,null,1657.2,null,null,null,null,null,below,IBstimulus_absent,null,null,5816.69
1,15,3,vertical,vertical,yes,red,reportColor,1480.995,5014.775,1934.265,3606.4,5448.11,3482.195,below,IBstimulus_present,red,right,23828.21
1,16,0,horizontal,horizontal,null,null,null,1532.98,null,null,null,null,null,below,IBstimulus_absent,null,null,17443.085
1,16,1,vertical,vertical,null,null,null,1646.965,null,null,null,null,null,above,IBstimulus_absent,null,null,8892.905
1,16,2,horizontal,horizontal,null,null,null,1420.615,null,null,null,null,null,above,IBstimulus_absent,null,null,5179.17
1,16,3,horizontal,horizontal,no,red,reportColor,1630.33,3856.315,6583.735,6431.325,2860.135,2955.04,below,IBstimulus_absent,null,null,29578.64
1,17,0,vertical,horizontal,null,null,null,5650.035,null,null,null,null,null,above,IBstimulus_absent,null,null,12080.8
1,17,1,vertical,vertical,null,null,null,2189.59,null,null,null,null,null,above,IBstimulus_absent,null,null,6601.72
1,17,2,vertical,vertical,null,null,null,2034.415,null,null,null,null,null,below,IBstimulus_absent,null,null,6887.75
1,17,3,horizontal,horizontal,yes,blue,reportColor,1733.03,3289.215,2533.82,4864.815,3481.92,6104.62,above,IBstimulus_present,blue,left,25950.62
1,18,0,vertical,vertical,null,null,null,5786.19,null,null,null,null,null,below,IBstimulus_absent,null,null,11155.565
1,18,1,horizontal,horizontal,null,null,null,2669.17,null,null,null,null,null,above,IBstimulus_absent,null,null,6577.39
1,18,2,horizontal,horizontal,null,null,null,2502.16,null,null,null,null,null,below,IBstimulus_absent,null,null,6260.805
1,18,3,horizontal,horizontal,yes,red,reportColor,5860.375,4911.27,11697.355,12087.405,4141.495,6759.065,above,IBstimulus_present,red,left,50143.095
1,19,0,vertical,vertical,null,null,null,3944.145,null,null,null,null,null,below,IBstimulus_absent,null,null,19778.17
1,19,1,horizontal,horizontal,null,null,null,1848.81,null,null,null,null,null,below,IBstimulus_absent,null,null,5198.805
1,19,2,horizontal,horizontal,null,null,null,1270.63,null,null,null,null,null,below,IBstimulus_absent,null,null,4269.465
1,19,3,vertical,vertical,yes,blue,reportColor,1199.78,3058.925,2224.37,3721.61,2774.4,3556.785,below,IBstimulus_present,blue,left,19305.34
1,20,0,horizontal,vertical,null,null,null,6366.225,null,null,null,null,null,above,IBstimulus_absent,null,null,21741.545
1,20,1,horizontal,horizontal,null,null,null,1513.385,null,null,null,null,null,above,IBstimulus_absent,null,null,5588.92
1,20,2,horizontal,horizontal,null,null,null,2035.07,null,null,null,null,null,below,IBstimulus_absent,null,null,6342.77
1,20,3,vertical,vertical,no,blue,reportColor,1632.105,6154.715,8064.6,6265.27,7335.77,5179.225,above,IBstimulus_present,blue,left,38306.93
1,21,0,horizontal,horizontal,null,null,null,1910.415,null,null,null,null,null,below,IBstimulus_absent,null,null,9691.34
1,21,1,vertical,vertical,null,null,null,2772.23,null,null,null,null,null,above,IBstimulus_absent,null,null,7093.785
1,21,2,vertical,vertical,null,null,null,1431.105,null,null,null,null,null,below,IBstimulus_absent,null,null,5348.85
1,21,3,vertical,vertical,no,red,reportColor,1424.755,3748.585,6623.965,3393.47,3737.175,4624.38,below,IBstimulus_absent,null,null,27258.7
1,22,0,vertical,vertical,null,null,null,4012.27,null,null,null,null,null,below,IBstimulus_absent,null,null,10302.745
1,22,1,vertical,vertical,null,null,null,1610.455,null,null,null,null,null,above,IBstimulus_absent,null,null,9346.055
1,22,2,horizontal,horizontal,null,null,null,1252.735,null,null,null,null,null,below,IBstimulus_absent,null,null,5274.87
1,22,3,vertical,vertical,yes,blue,reportColor,1918.52,3227.46,2938.81,6126.54,3648.365,4578.145,below,IBstimulus_present,blue,right,25862.72
1,23,0,vertical,horizontal,null,null,null,2797.74,null,null,null,null,null,below,IBstimulus_absent,null,null,7841.055
1,23,1,vertical,vertical,null,null,null,1729.945,null,null,null,null,null,below,IBstimulus_absent,null,null,8815.33
1,23,2,vertical,vertical,null,null,null,1769.335,null,null,null,null,null,below,IBstimulus_absent,null,null,5655.4
1,23,3,horizontal,horizontal,yes,blue,reportColor,2377.86,44433.275,2438.305,14416.065,3651.01,4011.515,above,IBstimulus_present,blue,left,74809.805
1,24,0,vertical,null,null,null,null,null,null,null,null,null,null,below,IBstimulus_absent,null,null,
1,24,1,vertical,null,null,null,null,null,null,null,null,null,null,above,IBstimulus_absent,null,null,
1,24,2,vertical,null,null,null,null,null,null,null,null,null,null,below,IBstimulus_absent,null,null,
1,24,3,vertical,null,null,null,reportColor,null,null,null,null,null,null,above,IBstimulus_present,blue,left,
1,25,0,horizontal,horizontal,null,null,null,3289,null,null,null,null,null,below,IBstimulus_absent,null,null,11242
1,25,1,horizontal,horizontal,null,null,null,2867,null,null,null,null,null,above,IBstimulus_absent,null,null,7078
1,25,2,horizontal,horizontal,null,null,null,1653,null,null,null,null,null,above,IBstimulus_absent,null,null,5152
1,25,3,horizontal,horizontal,yes,blue,reportColor,4246,2680,2879,4679,3119,5512,above,IBstimulus_present,blue,left,26861
1,26,0,horizontal,horizontal,null,null,null,3278.295,null,null,null,null,null,below,IBstimulus_absent,null,null,8938.24
1,26,1,vertical,vertical,null,null,null,2308.785,null,null,null,null,null,below,IBstimulus_absent,null,null,11336.03
1,26,2,vertical,vertical,null,null,null,5221.405,null,null,null,null,null,above,IBstimulus_absent,null,null,13812.1
1,26,3,horizontal,horizontal,no,blue,reportColor,1992.64,8191.915,8002.695,6767.14,3875.03,4847.19,above,IBstimulus_present,blue,left,36955.5
1,27,0,vertical,vertical,null,null,null,22055.055,null,null,null,null,null,above,IBstimulus_absent,null,null,45354.06
1,27,1,vertical,vertical,null,null,null,15912.43,null,null,null,null,null,below,IBstimulus_absent,null,null,34518.605
1,27,2,vertical,horizontal,null,null,null,4701.44,null,null,null,null,null,above,IBstimulus_absent,null,null,9053.045
1,27,3,vertical,horizontal,no,blue,reportColor,12668.21,15259.695,51686.98,16079.165,6607.225,7525.415,below,IBstimulus_present,red,left,114278.075
1,28,0,vertical,vertical,null,null,null,3496,null,null,null,null,null,below,IBstimulus_absent,null,null,12250
1,28,1,horizontal,horizontal,null,null,null,2696,null,null,null,null,null,below,IBstimulus_absent,null,null,12101
1,28,2,horizontal,horizontal,null,null,null,2782,null,null,null,null,null,above,IBstimulus_absent,null,null,6804
1,28,3,horizontal,horizontal,yes,blue,reportColor,10379,2626,4862,4395,3404,5621,below,IBstimulus_present,blue,right,35510
1,29,0,horizontal,horizontal,null,null,null,8554.735,null,null,null,null,null,below,IBstimulus_absent,null,null,16125.78
1,29,1,horizontal,horizontal,null,null,null,5437.61,null,null,null,null,null,above,IBstimulus_absent,null,null,14711.52
1,29,2,horizontal,horizontal,null,null,null,3289.21,null,null,null,null,null,above,IBstimulus_absent,null,null,9827.96
1,29,3,vertical,vertical,no,blue,reportColor,3834.715,5853.9,19699.46,11420.59,6039.9,9868.65,below,IBstimulus_present,red,right,61401.37
1,30,0,horizontal,horizontal,null,null,null,4307,null,null,null,null,null,below,IBstimulus_absent,null,null,15439
1,30,1,vertical,vertical,null,null,null,3481,null,null,null,null,null,above,IBstimulus_absent,null,null,8964
1,30,2,horizontal,horizontal,null,null,null,1774,null,null,null,null,null,below,IBstimulus_absent,null,null,4911
1,30,3,vertical,vertical,no,blue,reportColor,1716,4122,11221,6780,3140,4331,below,IBstimulus_absent,null,null,37829
1,31,0,horizontal,horizontal,null,null,null,4373.805,null,null,null,null,null,below,IBstimulus_absent,null,null,13484.21
1,31,1,vertical,vertical,null,null,null,1760.465,null,null,null,null,null,above,IBstimulus_absent,null,null,6348.355
1,31,2,vertical,vertical,null,null,null,4685.03,null,null,null,null,null,above,IBstimulus_absent,null,null,9991.11
1,31,3,vertical,vertical,yes,red,reportColor,2138.475,4448.555,4223.37,6463.3,2962.43,3522.115,above,IBstimulus_present,red,left,31726.525
1,32,0,horizontal,horizontal,null,null,null,3659.835,null,null,null,null,null,above,IBstimulus_absent,null,null,11363.54
1,32,1,horizontal,horizontal,null,null,null,2312.64,null,null,null,null,null,below,IBstimulus_absent,null,null,5400.06
1,32,2,horizontal,horizontal,null,null,null,2049.57,null,null,null,null,null,above,IBstimulus_absent,null,null,4989.78
1,32,3,horizontal,horizontal,yes,red,reportColor,1672.73,6231.545,9116.795,6112.74,4248.615,7357.73,below,IBstimulus_absent,null,null,37594.7
1,33,0,vertical,horizontal,null,null,null,3878.42,null,null,null,null,null,above,IBstimulus_absent,null,null,9975.9
1,33,1,vertical,vertical,null,null,null,2492.08,null,null,null,null,null,below,IBstimulus_absent,null,null,9902.48
1,33,2,vertical,vertical,null,null,null,1809.25,null,null,null,null,null,below,IBstimulus_absent,null,null,5243.15
1,33,3,horizontal,horizontal,no,blue,reportColor,2433.715,4880.845,9737.34,3843.745,3595.145,6554.85,below,IBstimulus_present,blue,right,34127.615
1,34,0,vertical,vertical,null,null,null,2489.82,null,null,null,null,null,above,IBstimulus_absent,null,null,8466.545
1,34,1,vertical,vertical,null,null,null,2651.875,null,null,null,null,null,below,IBstimulus_absent,null,null,6906.525
1,34,2,vertical,vertical,null,null,null,1501.645,null,null,null,null,null,above,IBstimulus_absent,null,null,5249.03
1,34,3,vertical,vertical,no,blue,reportColor,4362.68,5966.565,7690.55,4609.405,5754.405,5373.805,above,IBstimulus_absent,null,null,36642.155
1,35,0,vertical,vertical,null,null,null,6232.04,null,null,null,null,null,above,IBstimulus_absent,null,null,13792.43
1,35,1,horizontal,horizontal,null,null,null,3360.71,null,null,null,null,null,above,IBstimulus_absent,null,null,7590.145
1,35,2,horizontal,horizontal,null,null,null,1713.38,null,null,null,null,null,above,IBstimulus_absent,null,null,5562.395
1,35,3,horizontal,vertical,yes,red,reportColor,5014.225,2650.16,1317.65,3760.815,2188.315,3003.625,above,IBstimulus_present,red,right,21668.01
1,36,0,vertical,horizontal,null,null,null,3897.995,null,null,null,null,null,above,IBstimulus_absent,null,null,10642.1
1,36,1,horizontal,horizontal,null,null,null,2330.545,null,null,null,null,null,above,IBstimulus_absent,null,null,8701.12
1,36,2,horizontal,horizontal,null,null,null,2528.785,null,null,null,null,null,below,IBstimulus_absent,null,null,6233.37
1,36,3,horizontal,horizontal,yes,blue,reportColor,1742.705,7610.03,2767.395,11657.295,3867.79,5266.875,below,IBstimulus_present,blue,left,39031.57
1,37,0,vertical,vertical,null,null,null,3130.96,null,null,null,null,null,below,IBstimulus_absent,null,null,9172.995
1,37,1,horizontal,horizontal,null,null,null,1606.78,null,null,null,null,null,below,IBstimulus_absent,null,null,8483.29
1,37,2,vertical,vertical,null,null,null,1528.67,null,null,null,null,null,below,IBstimulus_absent,null,null,5158.355
1,37,3,vertical,vertical,yes,blue,reportColor,1831.62,4134.405,17813.425,4611.01,2871.89,3937.265,above,IBstimulus_absent,null,null,41844.91
1,38,0,horizontal,horizontal,null,null,null,4185,null,null,null,null,null,above,IBstimulus_absent,null,null,13437
1,38,1,horizontal,horizontal,null,null,null,2474,null,null,null,null,null,below,IBstimulus_absent,null,null,7418
1,38,2,vertical,vertical,null,null,null,2603,null,null,null,null,null,below,IBstimulus_absent,null,null,11866
1,38,3,vertical,vertical,no,blue,reportColor,2373,6705,7453,10836,8317,5272,above,IBstimulus_present,blue,right,45139
1,39,0,vertical,horizontal,null,null,null,3170.16,null,null,null,null,null,below,IBstimulus_absent,null,null,65499.42
1,39,1,horizontal,horizontal,null,null,null,3807.1,null,null,null,null,null,below,IBstimulus_absent,null,null,9165.41
1,39,2,horizontal,horizontal,null,null,null,1502.405,null,null,null,null,null,above,IBstimulus_absent,null,null,4426.285
1,39,3,vertical,vertical,yes,red,reportColor,1818.56,7370.44,8018.105,8098.415,3482.28,4794.515,above,IBstimulus_absent,null,null,36711.765
1,40,0,vertical,vertical,null,null,null,3489.86,null,null,null,null,null,below,IBstimulus_absent,null,null,11082.625
1,40,1,vertical,vertical,null,null,null,2296.59,null,null,null,null,null,above,IBstimulus_absent,null,null,6314.095
1,40,2,vertical,vertical,null,null,null,1966.585,null,null,null,null,null,below,IBstimulus_absent,null,null,5730.19
1,40,3,vertical,vertical,no,blue,reportColor,1706.25,5425.6,7755.62,4753.58,4614.105,4971.64,above,IBstimulus_present,blue,right,32685.31
1,41,0,vertical,horizontal,null,null,null,3286.33,null,null,null,null,null,above,IBstimulus_absent,null,null,7343.415
1,41,1,vertical,vertical,null,null,null,1024.935,null,null,null,null,null,above,IBstimulus_absent,null,null,4620.225
1,41,2,horizontal,horizontal,null,null,null,913.065,null,null,null,null,null,below,IBstimulus_absent,null,null,4087.26
1,41,3,horizontal,horizontal,yes,blue,reportColor,1693.41,2057.89,1607.135,2301.36,2767.32,2341.38,above,IBstimulus_present,blue,left,16002.515
1,42,0,horizontal,horizontal,null,null,null,3328.435,null,null,null,null,null,below,IBstimulus_absent,null,null,9403.525
1,42,1,vertical,vertical,null,null,null,2102.09,null,null,null,null,null,above,IBstimulus_absent,null,null,9160.5
1,42,2,vertical,vertical,null,null,null,1734.205,null,null,null,null,null,above,IBstimulus_absent,null,null,6472.14
1,42,3,horizontal,horizontal,yes,red,reportColor,1841.015,3446.4,2844.235,3878.97,3286.705,4507.595,above,IBstimulus_present,red,right,23454.415
1,43,0,horizontal,horizontal,null,null,null,3797.705,null,null,null,null,null,above,IBstimulus_absent,null,null,12235.595
1,43,1,horizontal,horizontal,null,null,null,6205.71,null,null,null,null,null,below,IBstimulus_absent,null,null,20956.76
1,43,2,horizontal,horizontal,null,null,null,2454.03,null,null,null,null,null,below,IBstimulus_absent,null,null,5846.19
1,43,3,vertical,vertical,no,blue,reportColor,2457.925,6047.645,15512.105,6967.865,5935.3,11479.575,above,IBstimulus_absent,null,null,54442.26
1,44,0,horizontal,horizontal,null,null,null,1532.98,null,null,null,null,null,below,IBstimulus_absent,null,null,17443.085
1,44,1,vertical,vertical,null,null,null,1646.965,null,null,null,null,null,above,IBstimulus_absent,null,null,8892.905
1,44,2,horizontal,horizontal,null,null,null,1420.615,null,null,null,null,null,above,IBstimulus_absent,null,null,5179.17
1,44,3,horizontal,horizontal,no,red,reportColor,1630.33,3856.315,6583.735,6431.325,2860.135,2955.04,below,IBstimulus_absent,null,null,29578.64
1,45,0,horizontal,horizontal,null,null,null,5350,null,null,null,null,null,above,IBstimulus_absent,null,null,17056
1,45,1,vertical,vertical,null,null,null,3538,null,null,null,null,null,below,IBstimulus_absent,null,null,8432
1,45,2,vertical,vertical,null,null,null,2229,null,null,null,null,null,above,IBstimulus_absent,null,null,6194
1,45,3,vertical,vertical,yes,blue,reportColor,1726,4296,2471,6498,4434,5693,below,IBstimulus_present,blue,left,28552
1,46,0,vertical,vertical,null,null,null,3756.005,null,null,null,null,null,above,IBstimulus_absent,null,null,15571.485
1,46,1,horizontal,horizontal,null,null,null,2510.555,null,null,null,null,null,below,IBstimulus_absent,null,null,9127.5
1,46,2,vertical,vertical,null,null,null,3509.45,null,null,null,null,null,above,IBstimulus_absent,null,null,8269.315
1,46,3,vertical,vertical,no,blue,reportColor,2981.545,6095.255,7294.455,9776.145,6651.275,4685.555,above,IBstimulus_absent,null,null,41934.61
1,47,0,horizontal,horizontal,null,null,null,3767,null,null,null,null,null,below,IBstimulus_absent,null,null,9498
1,47,1,horizontal,vertical,null,null,null,3145,null,null,null,null,null,above,IBstimulus_absent,null,null,12273
1,47,2,horizontal,horizontal,null,null,null,1664,null,null,null,null,null,below,IBstimulus_absent,null,null,6137
1,47,3,vertical,vertical,yes,blue,reportColor,2830,5952,9352,6040,4482,4211,below,IBstimulus_absent,null,null,37920
1,48,0,vertical,vertical,null,null,null,3634.485,null,null,null,null,null,above,IBstimulus_absent,null,null,17752.14
1,48,1,horizontal,horizontal,null,null,null,2715.04,null,null,null,null,null,above,IBstimulus_absent,null,null,8045.66
1,48,2,horizontal,horizontal,null,null,null,2270.475,null,null,null,null,null,below,IBstimulus_absent,null,null,5920.555
1,48,3,horizontal,horizontal,no,blue,reportColor,2249.655,7384.775,19482.195,7420.475,4628.58,7037.16,above,IBstimulus_present,red,right,53198.265
1,49,0,vertical,vertical,null,null,null,3273.46,null,null,null,null,null,above,IBstimulus_absent,null,null,14470.255
1,49,1,horizontal,horizontal,null,null,null,2662.15,null,null,null,null,null,below,IBstimulus_absent,null,null,6102.395
1,49,2,vertical,vertical,null,null,null,2079.39,null,null,null,null,null,above,IBstimulus_absent,null,null,5349.135
1,49,3,vertical,vertical,no,red,reportColor,1764.075,5600.405,10004.86,3721.055,3921.13,9514.4,above,IBstimulus_present,red,right,37496.35
1,50,0,horizontal,vertical,null,null,null,3163.63,null,null,null,null,null,above,IBstimulus_absent,null,null,8820.805
1,50,1,horizontal,horizontal,null,null,null,2247.595,null,null,null,null,null,below,IBstimulus_absent,null,null,6763.07
1,50,2,vertical,vertical,null,null,null,1913.09,null,null,null,null,null,above,IBstimulus_absent,null,null,5964.575
1,50,3,horizontal,horizontal,no,red,reportColor,2265.615,4335.35,4169.44,3669.29,3904.18,13037.815,above,IBstimulus_absent,null,null,35300.85
1,51,0,horizontal,horizontal,null,null,null,7071.965,null,null,null,null,null,above,IBstimulus_absent,null,null,16637.705
1,51,1,vertical,vertical,null,null,null,2175.2,null,null,null,null,null,above,IBstimulus_absent,null,null,6461.195
1,51,2,vertical,vertical,null,null,null,2869.28,null,null,null,null,null,below,IBstimulus_absent,null,null,6729.525
1,51,3,vertical,vertical,no,red,reportColor,2416.92,4952.045,7652.525,5013.625,4407.56,5665.5,above,IBstimulus_present,red,right,33609.55
1,52,0,horizontal,horizontal,null,null,null,2988.76,null,null,null,null,null,below,IBstimulus_absent,null,null,8810.43
1,52,1,vertical,vertical,null,null,null,2174.115,null,null,null,null,null,above,IBstimulus_absent,null,null,5905.605
1,52,2,vertical,vertical,null,null,null,1632.83,null,null,null,null,null,above,IBstimulus_absent,null,null,5005.33
1,52,3,horizontal,horizontal,no,blue,reportColor,1966.96,5417.715,7413.83,5607.755,3013.62,4301.76,below,IBstimulus_absent,null,null,31413.605
1,53,0,horizontal,horizontal,null,null,null,3117.985,null,null,null,null,null,above,IBstimulus_absent,null,null,10421.01
1,53,1,vertical,vertical,null,null,null,1932.54,null,null,null,null,null,below,IBstimulus_absent,null,null,5611.9
1,53,2,vertical,vertical,null,null,null,1388.015,null,null,null,null,null,below,IBstimulus_absent,null,null,6354.375
1,53,3,horizontal,horizontal,no,blue,reportColor,1242.34,3949.595,6591.43,9057.325,5105.725,4605.295,below,IBstimulus_present,blue,left,33908.14
1,54,0,horizontal,horizontal,null,null,null,3307.06,null,null,null,null,null,below,IBstimulus_absent,null,null,8677.095
1,54,1,vertical,vertical,null,null,null,2295.585,null,null,null,null,null,above,IBstimulus_absent,null,null,6996.91
1,54,2,vertical,vertical,null,null,null,2108.5,null,null,null,null,null,below,IBstimulus_absent,null,null,4815.935
1,54,3,horizontal,horizontal,no,red,reportColor,1760.665,7859.885,7718.435,4507.57,3639.98,3918.785,below,IBstimulus_absent,null,null,32924.135
1,55,0,horizontal,horizontal,null,null,null,3349.3,null,null,null,null,null,above,IBstimulus_absent,null,null,8899.87
1,55,1,vertical,vertical,null,null,null,2808.595,null,null,null,null,null,below,IBstimulus_absent,null,null,7507.47
1,55,2,vertical,vertical,null,null,null,2195.55,null,null,null,null,null,above,IBstimulus_absent,null,null,6302.97
1,55,3,vertical,horizontal,yes,blue,reportColor,4965.85,3626.535,3062.09,5127.57,4539.165,6262.3,above,IBstimulus_present,blue,left,36303.815
1,56,0,horizontal,horizontal,null,null,null,3151.59,null,null,null,null,null,below,IBstimulus_absent,null,null,12935.445
1,56,1,vertical,vertical,null,null,null,3612.59,null,null,null,null,null,above,IBstimulus_absent,null,null,6690.905
1,56,2,horizontal,horizontal,null,null,null,2227.185,null,null,null,null,null,above,IBstimulus_absent,null,null,5363.73
1,56,3,vertical,vertical,yes,blue,reportColor,2119.555,7927.58,12031.81,8103.075,5041.645,7572.945,below,IBstimulus_absent,null,null,46254.645
1,57,0,horizontal,horizontal,null,null,null,4107.46,null,null,null,null,null,above,IBstimulus_absent,null,null,11422.08
1,57,1,vertical,vertical,null,null,null,2234.645,null,null,null,null,null,below,IBstimulus_absent,null,null,6676.88
